"Account_status" "Duration" "Credit_history" "Purpose" "Amount" "Savings" "Employment" "Installment_rate" "Guarantors" "Resident_since" "Property" "Age" "Other_plans" "Housing" "Num_credits" "Job" "People_maintenance" "Phone" "Foreign" "BAD" "Female" "probability" "predicted"
"758" ">= 200 DM" 15 "critical account / other credits existing (not at this bank)" "radio / television" 1271 "unknown / no savings account" "1  <= ... < 4 years" 3 "none" 4 "unknown / no property" 39 "none" "A153" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.04 0
"759" "no checking account" 24 "existing credits paid back duly till now" "car (new)" 1393 "< 100 DM" "1  <= ... < 4 years" 2 "guarantor" 2 "real estate" 31 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.10169492 0
"760" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 691 "< 100 DM" ">= 7 years" 4 "none" 3 "building society savings agreement / life insurance" 35 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.32954545 0
"761" "no checking account" 15 "critical account / other credits existing (not at this bank)" "car (new)" 5045 "unknown / no savings account" ">= 7 years" 1 "none" 4 "car or other" 59 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.08602151 0
"762" "< 0 DM" 18 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2124 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "real estate" 24 "none" "A151" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.39884393 0
"763" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 2214 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "building society savings agreement / life insurance" 24 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.38383838 0
"764" "no checking account" 21 "critical account / other credits existing (not at this bank)" "car (new)" 12680 "unknown / no savings account" ">= 7 years" 4 "none" 4 "unknown / no property" 30 "none" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.31034483 0
"765" "no checking account" 24 "critical account / other credits existing (not at this bank)" "car (new)" 2463 "100 <= ... <  500 DM" "4  <= ... < 7 years" 4 "none" 3 "building society savings agreement / life insurance" 27 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.11891892 0
"766" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "radio / television" 1155 "< 100 DM" ">= 7 years" 3 "guarantor" 3 "real estate" 40 "bank" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.18134715 0
"767" "< 0 DM" 30 "existing credits paid back duly till now" "furniture / equipment" 3108 "< 100 DM" "< 1 year" 2 "none" 4 "building society savings agreement / life insurance" 31 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.421875 0
"768" "no checking account" 10 "existing credits paid back duly till now" "car (used)" 2901 "unknown / no savings account" "< 1 year" 1 "none" 4 "real estate" 31 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.07692308 0
"769" "0 < ... <  200 DM" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 3617 "< 100 DM" ">= 7 years" 1 "none" 4 "car or other" 28 "none" "A151" 3 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.33870968 0
"770" "no checking account" 12 "critical account / other credits existing (not at this bank)" "radio / television" 1655 "< 100 DM" ">= 7 years" 2 "none" 4 "real estate" 63 "none" "A152" 2 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.04278075 0
"771" "< 0 DM" 24 "existing credits paid back duly till now" "car (used)" 2812 "unknown / no savings account" ">= 7 years" 2 "none" 4 "real estate" 26 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.29239766 0
"772" "< 0 DM" 36 "critical account / other credits existing (not at this bank)" "education" 8065 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "unknown / no property" 25 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.5988024 1
"773" "no checking account" 21 "critical account / other credits existing (not at this bank)" "car (used)" 3275 "< 100 DM" ">= 7 years" 1 "none" 4 "car or other" 36 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.01036269 0
"774" "no checking account" 24 "critical account / other credits existing (not at this bank)" "radio / television" 2223 "100 <= ... <  500 DM" ">= 7 years" 4 "none" 4 "building society savings agreement / life insurance" 52 "bank" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.1552795 0
"775" ">= 200 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 1480 "500 <= ... < 1000 DM" "unemployed" 2 "none" 4 "unknown / no property" 66 "bank" "A153" 3 "unemployed / unskilled  - non-resident" 1 "none" "yes" "GOOD" "Female" 0.33 0
"776" "< 0 DM" 24 "existing credits paid back duly till now" "car (new)" 1371 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 4 "real estate" 25 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.63934426 1
"777" "no checking account" 36 "critical account / other credits existing (not at this bank)" "car (new)" 3535 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "car or other" 37 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.11170213 0
"778" "< 0 DM" 18 "existing credits paid back duly till now" "radio / television" 3509 "< 100 DM" "4  <= ... < 7 years" 4 "guarantor" 1 "real estate" 25 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.35555556 0
"779" "no checking account" 36 "critical account / other credits existing (not at this bank)" "car (used)" 5711 ">= 1000 DM" ">= 7 years" 4 "none" 2 "car or other" 38 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.0295858 0
"780" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "repairs" 3872 "< 100 DM" "unemployed" 2 "none" 4 "car or other" 67 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.32786885 0
"781" "0 < ... <  200 DM" 39 "critical account / other credits existing (not at this bank)" "radio / television" 4933 "< 100 DM" "4  <= ... < 7 years" 2 "guarantor" 2 "real estate" 25 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.37777778 0
"782" "no checking account" 24 "critical account / other credits existing (not at this bank)" "car (new)" 1940 ">= 1000 DM" ">= 7 years" 4 "none" 4 "real estate" 60 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.04324324 0
"783" "0 < ... <  200 DM" 12 "no credits taken / all credits paid back duly" "retrainin" 1410 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "real estate" 31 "none" "A152" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.41104294 0
"784" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "car (new)" 836 "100 <= ... <  500 DM" "< 1 year" 4 "none" 2 "building society savings agreement / life insurance" 23 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.61403509 1
"785" "0 < ... <  200 DM" 20 "existing credits paid back duly till now" "car (used)" 6468 "unknown / no savings account" "unemployed" 1 "none" 4 "real estate" 60 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.28571429 0
"786" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "business" 1941 ">= 1000 DM" "1  <= ... < 4 years" 4 "none" 2 "building society savings agreement / life insurance" 35 "none" "A152" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.21893491 0
"787" "no checking account" 22 "existing credits paid back duly till now" "radio / television" 2675 "500 <= ... < 1000 DM" ">= 7 years" 3 "none" 4 "car or other" 40 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.0273224 0
"788" "no checking account" 48 "critical account / other credits existing (not at this bank)" "car (used)" 2751 "unknown / no savings account" ">= 7 years" 4 "none" 3 "car or other" 38 "none" "A152" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.06179775 0
"789" "0 < ... <  200 DM" 48 "delay in paying off in the past" "education" 6224 "< 100 DM" ">= 7 years" 4 "none" 4 "unknown / no property" 50 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.7607362 1
"790" "< 0 DM" 40 "critical account / other credits existing (not at this bank)" "education" 5998 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "unknown / no property" 27 "bank" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.61309524 1
"791" "0 < ... <  200 DM" 21 "existing credits paid back duly till now" "business" 1188 "< 100 DM" ">= 7 years" 2 "none" 4 "building society savings agreement / life insurance" 39 "none" "A152" 1 "skilled employee / official" 2 "none" "yes" "BAD" "Male" 0.28248588 0
"792" "no checking account" 24 "existing credits paid back duly till now" "car (used)" 6313 "unknown / no savings account" ">= 7 years" 3 "none" 4 "car or other" 41 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.07070707 0
"793" "no checking account" 6 "critical account / other credits existing (not at this bank)" "furniture / equipment" 1221 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 2 "building society savings agreement / life insurance" 27 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.07471264 0
"794" ">= 200 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 2892 "< 100 DM" ">= 7 years" 3 "none" 4 "unknown / no property" 51 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.20689655 0
"795" "no checking account" 24 "existing credits paid back duly till now" "furniture / equipment" 3062 "500 <= ... < 1000 DM" ">= 7 years" 4 "none" 3 "unknown / no property" 32 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.09039548 0
"796" "no checking account" 9 "existing credits paid back duly till now" "furniture / equipment" 2301 "100 <= ... <  500 DM" "< 1 year" 2 "none" 4 "building society savings agreement / life insurance" 22 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.27380952 0
"797" "< 0 DM" 18 "existing credits paid back duly till now" "car (used)" 7511 "unknown / no savings account" ">= 7 years" 1 "none" 4 "building society savings agreement / life insurance" 51 "none" "A153" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "BAD" "Female" 0.26984127 0
"798" "no checking account" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 1258 "< 100 DM" "< 1 year" 2 "none" 4 "building society savings agreement / life insurance" 22 "none" "A151" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.21857923 0
"799" "no checking account" 24 "delay in paying off in the past" "car (new)" 717 "unknown / no savings account" ">= 7 years" 4 "none" 4 "car or other" 54 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.16129032 0
"800" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "car (new)" 1549 "unknown / no savings account" "< 1 year" 4 "none" 2 "real estate" 35 "none" "A152" 1 "unemployed / unskilled  - non-resident" 1 "none" "yes" "GOOD" "Female" 0.20879121 0
"801" "no checking account" 24 "critical account / other credits existing (not at this bank)" "education" 1597 "< 100 DM" ">= 7 years" 4 "none" 4 "unknown / no property" 54 "none" "A153" 2 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.22485207 0
"802" "0 < ... <  200 DM" 18 "critical account / other credits existing (not at this bank)" "radio / television" 1795 "< 100 DM" ">= 7 years" 3 "guarantor" 4 "real estate" 48 "bank" "A151" 2 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.32402235 0
"803" "< 0 DM" 20 "critical account / other credits existing (not at this bank)" "furniture / equipment" 4272 "< 100 DM" ">= 7 years" 1 "none" 4 "building society savings agreement / life insurance" 24 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.4079602 0
"804" "no checking account" 12 "critical account / other credits existing (not at this bank)" "radio / television" 976 "unknown / no savings account" ">= 7 years" 4 "none" 4 "car or other" 35 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.01796407 0
"805" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "car (new)" 7472 "unknown / no savings account" "unemployed" 1 "none" 2 "real estate" 24 "none" "A151" 1 "unemployed / unskilled  - non-resident" 1 "none" "yes" "GOOD" "Male" 0.33333333 0
"806" "< 0 DM" 36 "existing credits paid back duly till now" "car (new)" 9271 "< 100 DM" "4  <= ... < 7 years" 2 "none" 1 "car or other" 24 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.69565217 1
"807" "0 < ... <  200 DM" 6 "existing credits paid back duly till now" "radio / television" 590 "< 100 DM" "< 1 year" 3 "none" 3 "real estate" 26 "none" "A152" 1 "unskilled - resident" 1 "none" "no" "GOOD" "Female" 0.13402062 0
"808" "no checking account" 12 "critical account / other credits existing (not at this bank)" "radio / television" 930 "unknown / no savings account" ">= 7 years" 4 "none" 4 "real estate" 65 "none" "A152" 4 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.07692308 0
"809" "0 < ... <  200 DM" 42 "all credits at this bank paid back duly" "car (used)" 9283 "< 100 DM" "unemployed" 1 "none" 2 "unknown / no property" 55 "bank" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.59708738 1
"810" "0 < ... <  200 DM" 15 "no credits taken / all credits paid back duly" "car (new)" 1778 "< 100 DM" "< 1 year" 2 "none" 1 "real estate" 26 "none" "A151" 2 "unemployed / unskilled  - non-resident" 1 "none" "yes" "BAD" "Male" 0.65775401 1
"811" "0 < ... <  200 DM" 8 "existing credits paid back duly till now" "business" 907 "< 100 DM" "< 1 year" 3 "none" 2 "real estate" 26 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.23557692 0
"812" "0 < ... <  200 DM" 6 "existing credits paid back duly till now" "radio / television" 484 "< 100 DM" "4  <= ... < 7 years" 3 "guarantor" 3 "real estate" 28 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.14130435 0
"813" "< 0 DM" 36 "critical account / other credits existing (not at this bank)" "car (used)" 9629 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "car or other" 24 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.46927374 0
"814" "< 0 DM" 48 "existing credits paid back duly till now" "domestic appliances" 3051 "< 100 DM" "1  <= ... < 4 years" 3 "none" 4 "car or other" 54 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.52873563 1
"815" "< 0 DM" 48 "existing credits paid back duly till now" "car (new)" 3931 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "unknown / no property" 46 "none" "A153" 1 "skilled employee / official" 2 "none" "yes" "BAD" "Female" 0.68085106 1
"816" "0 < ... <  200 DM" 36 "delay in paying off in the past" "car (new)" 7432 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "building society savings agreement / life insurance" 54 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.57368421 1
"817" "no checking account" 6 "existing credits paid back duly till now" "domestic appliances" 1338 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 1 "none" 4 "real estate" 62 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.06046512 0
"818" "no checking account" 6 "critical account / other credits existing (not at this bank)" "radio / television" 1554 "< 100 DM" "4  <= ... < 7 years" 1 "none" 2 "car or other" 24 "none" "A151" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.16 0
"819" "< 0 DM" 36 "existing credits paid back duly till now" "others" 15857 "< 100 DM" "unemployed" 2 "co-applicant" 3 "car or other" 43 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "none" "yes" "GOOD" "Female" 0.79896907 1
"820" "< 0 DM" 18 "existing credits paid back duly till now" "radio / television" 1345 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "real estate" 26 "bank" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.46524064 0
"821" "no checking account" 12 "existing credits paid back duly till now" "car (new)" 1101 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "real estate" 27 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.07142857 0
"822" ">= 200 DM" 12 "existing credits paid back duly till now" "radio / television" 3016 "< 100 DM" "1  <= ... < 4 years" 3 "none" 1 "car or other" 24 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.11173184 0
"823" "< 0 DM" 36 "existing credits paid back duly till now" "furniture / equipment" 2712 "< 100 DM" ">= 7 years" 2 "none" 2 "building society savings agreement / life insurance" 41 "bank" "A152" 1 "skilled employee / official" 2 "none" "yes" "BAD" "Female" 0.435 0
"824" "< 0 DM" 8 "critical account / other credits existing (not at this bank)" "car (new)" 731 "< 100 DM" ">= 7 years" 4 "none" 4 "real estate" 47 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.23036649 0
"825" "no checking account" 18 "critical account / other credits existing (not at this bank)" "furniture / equipment" 3780 "< 100 DM" "< 1 year" 3 "none" 2 "car or other" 35 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.1865285 0
"826" "< 0 DM" 21 "critical account / other credits existing (not at this bank)" "car (new)" 1602 "< 100 DM" ">= 7 years" 4 "none" 3 "car or other" 30 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.47752809 0
"827" "< 0 DM" 18 "critical account / other credits existing (not at this bank)" "car (new)" 3966 "< 100 DM" ">= 7 years" 1 "none" 4 "real estate" 33 "bank" "A151" 3 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.38323353 0
"828" "no checking account" 18 "no credits taken / all credits paid back duly" "business" 4165 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "car or other" 36 "stores" "A152" 2 "skilled employee / official" 2 "none" "yes" "BAD" "Female" 0.28140704 0
"829" "< 0 DM" 36 "existing credits paid back duly till now" "car (used)" 8335 "unknown / no savings account" ">= 7 years" 3 "none" 4 "unknown / no property" 47 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.40437158 0
"830" "0 < ... <  200 DM" 48 "delay in paying off in the past" "business" 6681 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 4 "unknown / no property" 38 "none" "A153" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.37674419 0
"831" "no checking account" 24 "delay in paying off in the past" "business" 2375 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 44 "none" "A152" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.19161677 0
"832" "< 0 DM" 18 "existing credits paid back duly till now" "car (new)" 1216 "< 100 DM" "< 1 year" 4 "none" 3 "car or other" 23 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.6978022 1
"833" "< 0 DM" 45 "no credits taken / all credits paid back duly" "business" 11816 "< 100 DM" ">= 7 years" 2 "none" 4 "car or other" 29 "none" "A151" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.7486911 1
"834" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "radio / television" 5084 "unknown / no savings account" ">= 7 years" 2 "none" 4 "car or other" 42 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.20114943 0
"835" ">= 200 DM" 15 "existing credits paid back duly till now" "radio / television" 2327 "< 100 DM" "< 1 year" 2 "none" 3 "real estate" 25 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.19021739 0
"836" "< 0 DM" 12 "no credits taken / all credits paid back duly" "car (new)" 1082 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "car or other" 48 "bank" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.59887006 1
"837" "no checking account" 12 "existing credits paid back duly till now" "radio / television" 886 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 2 "car or other" 21 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.28735632 0
"838" "no checking account" 4 "existing credits paid back duly till now" "furniture / equipment" 601 "< 100 DM" "< 1 year" 1 "none" 3 "real estate" 23 "none" "A151" 1 "unskilled - resident" 2 "none" "yes" "GOOD" "Male" 0.24867725 0
"839" "< 0 DM" 24 "critical account / other credits existing (not at this bank)" "car (used)" 2957 "< 100 DM" ">= 7 years" 4 "none" 4 "building society savings agreement / life insurance" 63 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.21081081 0
"840" "no checking account" 24 "critical account / other credits existing (not at this bank)" "radio / television" 2611 "< 100 DM" ">= 7 years" 4 "co-applicant" 3 "real estate" 46 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.12182741 0
"841" "< 0 DM" 36 "existing credits paid back duly till now" "furniture / equipment" 5179 "< 100 DM" "4  <= ... < 7 years" 4 "none" 2 "building society savings agreement / life insurance" 29 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.50793651 1
"842" "no checking account" 21 "delay in paying off in the past" "car (used)" 2993 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "real estate" 28 "stores" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.26815642 0
"843" "no checking account" 18 "existing credits paid back duly till now" "repairs" 1943 "< 100 DM" "< 1 year" 4 "none" 4 "real estate" 23 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.17410714 0
"844" "no checking account" 24 "all credits at this bank paid back duly" "business" 1559 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "car or other" 50 "bank" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.38993711 0
"845" "no checking account" 18 "existing credits paid back duly till now" "furniture / equipment" 3422 "< 100 DM" ">= 7 years" 4 "none" 4 "building society savings agreement / life insurance" 47 "bank" "A152" 3 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.14754098 0
"846" "0 < ... <  200 DM" 21 "existing credits paid back duly till now" "furniture / equipment" 3976 "unknown / no savings account" "4  <= ... < 7 years" 2 "none" 3 "car or other" 35 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.17894737 0
"847" "no checking account" 18 "existing credits paid back duly till now" "car (new)" 6761 "unknown / no savings account" "1  <= ... < 4 years" 2 "none" 4 "car or other" 68 "none" "A151" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.18579235 0
"848" "no checking account" 24 "existing credits paid back duly till now" "car (new)" 1249 "< 100 DM" "< 1 year" 4 "none" 2 "real estate" 28 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.11538462 0
"849" "< 0 DM" 9 "existing credits paid back duly till now" "radio / television" 1364 "< 100 DM" "4  <= ... < 7 years" 3 "none" 4 "real estate" 59 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.19270833 0
"850" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 709 "< 100 DM" ">= 7 years" 4 "none" 4 "real estate" 57 "stores" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.30808081 0
"851" "< 0 DM" 20 "critical account / other credits existing (not at this bank)" "car (new)" 2235 "< 100 DM" "1  <= ... < 4 years" 4 "guarantor" 2 "building society savings agreement / life insurance" 33 "bank" "A151" 2 "skilled employee / official" 1 "none" "no" "BAD" "Female" 0.37572254 0
"852" "no checking account" 24 "critical account / other credits existing (not at this bank)" "car (used)" 4042 "unknown / no savings account" "4  <= ... < 7 years" 3 "none" 4 "building society savings agreement / life insurance" 43 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.02272727 0
"853" "no checking account" 15 "critical account / other credits existing (not at this bank)" "radio / television" 1471 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "unknown / no property" 35 "none" "A153" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.09677419 0
"854" "< 0 DM" 18 "all credits at this bank paid back duly" "car (new)" 1442 "< 100 DM" "4  <= ... < 7 years" 4 "none" 4 "unknown / no property" 32 "none" "A153" 2 "unskilled - resident" 2 "none" "yes" "BAD" "Female" 0.72289157 1
"855" "no checking account" 36 "delay in paying off in the past" "car (new)" 10875 "< 100 DM" ">= 7 years" 2 "none" 2 "car or other" 45 "none" "A152" 2 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.36125654 0
"856" "no checking account" 24 "existing credits paid back duly till now" "car (new)" 1474 "100 <= ... <  500 DM" "< 1 year" 4 "none" 3 "real estate" 33 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.04864865 0
"857" "no checking account" 10 "existing credits paid back duly till now" "retrainin" 894 "unknown / no savings account" "4  <= ... < 7 years" 4 "none" 3 "building society savings agreement / life insurance" 40 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.06321839 0
"858" "no checking account" 15 "critical account / other credits existing (not at this bank)" "furniture / equipment" 3343 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "unknown / no property" 28 "none" "A153" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.16230366 0
"859" "< 0 DM" 15 "existing credits paid back duly till now" "car (new)" 3959 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "building society savings agreement / life insurance" 29 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.39705882 0
"860" "no checking account" 9 "existing credits paid back duly till now" "car (new)" 3577 "100 <= ... <  500 DM" "1  <= ... < 4 years" 1 "guarantor" 2 "real estate" 26 "none" "A151" 1 "skilled employee / official" 2 "none" "no" "GOOD" "Female" 0.09090909 0
"861" "no checking account" 24 "critical account / other credits existing (not at this bank)" "car (used)" 5804 ">= 1000 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 27 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.039801 0
"862" "no checking account" 18 "delay in paying off in the past" "business" 2169 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 28 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.11111111 0
"863" "< 0 DM" 24 "existing credits paid back duly till now" "radio / television" 2439 "< 100 DM" "< 1 year" 4 "none" 4 "real estate" 35 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.44324324 0
